Acedamic percentage in Operating Systems,percentage in Algorithms,Percentage in Programming Concepts,Percentage in Software Engineering,Percentage in Computer Networks,Percentage in Electronics Subjects,Percentage in Computer Architecture,Percentage in Mathematics,Percentage in Communication skills,Hours working per day,Logical quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system?,self-learning capability?,Extra-courses did,certifications,workshops,talenttests taken?,olympiads,reading and writing skills,memory capability score,Interested subjects,interested career area ,Job/Higher Studies?,Type of company want to settle in?,Taken inputs from seniors or elders,interested in games,Interested Type of Books,Salary Range Expected,In a Realtionship?,Gentle or Tuff behaviour?,Management or Technical,Salary/work,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role
91,78,86,77,75,75,93,77,83,6,1,5,6,9,yes,no,no,distro making,system designing,yes,no,medium,excellent,Computer Architecture,testing,job,product development,no,yes,Mystery,salary,yes,gentle,Management,salary,smart worker,no,no,Network Security Engineer
66,79,87,94,91,62,85,90,74,5,6,4,7,1,no,no,no,machine learning,web technologies,yes,yes,excellent,poor,hacking,cloud computing,job,Service Based,yes,no,Childrens,salary,yes,stubborn,Technical,salary,smart worker,no,yes,Network Security Engineer
68,93,73,61,66,62,68,92,72,8,9,5,1,9,no,no,no,shell programming,web technologies,no,yes,excellent,medium,cloud computing,testing,job,Product based,yes,yes,Biographies,salary,yes,gentle,Management,work,hard worker,yes,yes,Network Security Engineer
92,69,91,93,85,86,81,61,71,5,4,2,8,3,no,yes,no,app development,cloud computing,no,yes,poor,medium,parallel computing,testing,higherstudies,Product based,no,no,Health,Work,no,stubborn,Technical,salary,hard worker,yes,yes,Network Security Engineer
65,94,81,62,91,78,80,71,65,5,9,1,5,9,no,yes,no,information security,data science,no,yes,medium,medium,data engineering,system developer,higherstudies,Cloud Services,no,no,History,Work,yes,stubborn,Technical,work,smart worker,no,yes,Network Security Engineer
69,62,67,81,94,65,74,70,69,10,3,4,9,9,no,yes,yes,r programming,hacking,no,no,excellent,medium,Computer Architecture,security,higherstudies,Service Based,no,yes,Fantasy,salary,yes,gentle,Technical,salary,hard worker,yes,no,Network Security Engineer
81,82,66,64,64,65,69,76,83,12,6,4,8,4,no,no,no,information security,web technologies,no,no,excellent,excellent,Software Engineering,cloud computing,job,Testing and Maintainance Services,no,no,Religion-Spirituality,salary,no,gentle,Management,work,hard worker,no,no,Network Security Engineer
87,79,93,71,74,64,76,70,64,6,2,4,2,5,yes,yes,yes,machine learning,hacking,yes,no,excellent,poor,cloud computing,Business process analyst,higherstudies,Cloud Services,yes,yes,Religion-Spirituality,salary,no,stubborn,Technical,salary,smart worker,no,no,Network Security Engineer
65,84,74,64,61,92,85,65,92,12,1,2,9,2,yes,no,no,information security,database security,yes,no,excellent,poor,programming,security,higherstudies,BPA,yes,yes,Biographies,Work,no,gentle,Management,work,hard worker,yes,yes,Network Security Engineer
69,76,67,72,89,61,64,76,76,8,4,4,1,4,yes,yes,no,shell programming,system designing,no,no,medium,poor,Software Engineering,system developer,higherstudies,Testing and Maintainance Services,yes,yes,Self help,Work,no,gentle,Management,work,smart worker,no,yes,Network Security Engineer
88,92,78,72,67,84,90,73,92,4,3,4,4,4,no,no,no,app development,cloud computing,yes,yes,medium,excellent,data engineering,Business process analyst,job,Finance,yes,yes,Series,salary,yes,stubborn,Technical,work,hard worker,no,no,Network Security Engineer
69,73,63,87,74,84,70,70,62,6,9,5,4,1,no,yes,yes,full stack,web technologies,no,yes,medium,poor,programming,security,job,Testing and Maintainance Services,no,yes,Drama,Work,yes,gentle,Management,work,smart worker,yes,yes,Network Security Engineer
81,67,72,61,67,83,63,90,82,8,6,3,5,1,no,yes,yes,information security,system designing,yes,no,poor,poor,cloud computing,Business process analyst,higherstudies,Web Services,no,no,Self help,salary,no,gentle,Management,salary,hard worker,yes,no,Network Security Engineer
83,89,78,62,76,60,60,89,91,7,5,2,3,7,yes,no,no,python,data science,yes,yes,excellent,medium,cloud computing,developer,job,BPA,no,yes,Action and Adventure,salary,no,gentle,Technical,work,hard worker,yes,no,Network Security Engineer
66,83,61,79,69,73,71,85,65,8,5,3,2,2,yes,no,yes,hadoop,testing,yes,yes,medium,medium,parallel computing,system developer,job,SAaS services,yes,no,Religion-Spirituality,Work,yes,stubborn,Technical,work,smart worker,yes,no,Network Security Engineer
82,60,71,93,94,65,73,92,87,7,5,3,6,5,yes,yes,no,python,database security,yes,no,medium,poor,Management,security,higherstudies,Cloud Services,no,no,Comics,salary,yes,stubborn,Management,work,hard worker,yes,no,Network Security Engineer
87,61,93,77,74,94,80,75,67,10,8,2,6,2,no,no,yes,app development,web technologies,yes,yes,medium,medium,Computer Architecture,developer,higherstudies,product development,no,yes,Romance,salary,no,gentle,Management,work,hard worker,yes,yes,Network Security Engineer
71,86,62,68,61,88,75,73,90,6,9,4,2,7,no,yes,no,hadoop,hacking,yes,no,medium,excellent,Computer Architecture,developer,higherstudies,Finance,yes,no,Poetry,salary,no,gentle,Technical,salary,smart worker,yes,no,Network Security Engineer
61,64,79,70,78,73,88,93,68,10,3,2,4,4,yes,yes,yes,hadoop,cloud computing,yes,no,poor,excellent,Computer Architecture,system developer,higherstudies,Finance,no,no,Comics,salary,yes,stubborn,Management,work,hard worker,yes,yes,Network Security Engineer
91,92,86,63,72,66,74,91,71,6,9,0,6,2,no,no,no,app development,cloud computing,yes,no,excellent,medium,Software Engineering,Business process analyst,job,Testing and Maintainance Services,yes,no,Science fiction,salary,yes,gentle,Technical,work,smart worker,yes,no,Network Security Engineer
87,88,60,73,91,84,76,94,86,4,3,0,5,9,no,yes,yes,hadoop,hacking,no,no,excellent,medium,data engineering,system developer,higherstudies,Testing and Maintainance Services,yes,no,Childrens,Work,yes,stubborn,Management,work,smart worker,yes,no,Network Security Engineer
94,85,83,88,92,92,73,61,68,9,5,4,4,1,yes,no,yes,hadoop,database security,yes,yes,excellent,medium,IOT,testing,higherstudies,Service Based,no,yes,Prayer books,Work,yes,gentle,Technical,work,hard worker,no,yes,Network Security Engineer
89,61,85,65,80,93,60,90,85,11,5,4,3,4,no,yes,yes,full stack,data science,yes,no,medium,poor,cloud computing,system developer,higherstudies,BPA,yes,yes,Religion-Spirituality,Work,yes,gentle,Management,work,hard worker,yes,no,Network Security Engineer
83,77,65,79,77,90,60,84,61,12,2,4,6,8,yes,yes,no,r programming,hacking,no,yes,poor,excellent,cloud computing,system developer,higherstudies,Service Based,no,yes,Health,Work,yes,stubborn,Management,salary,smart worker,no,yes,Network Security Engineer
60,88,63,88,77,87,76,76,80,5,4,4,9,8,yes,yes,no,machine learning,system designing,no,yes,excellent,excellent,Management,testing,higherstudies,SAaS services,no,no,Health,salary,no,gentle,Technical,salary,hard worker,no,yes,Network Security Engineer
90,75,94,88,79,71,79,72,85,8,7,2,8,2,no,yes,no,information security,data science,no,no,poor,poor,parallel computing,testing,higherstudies,BPA,yes,no,Science,salary,no,stubborn,Technical,work,smart worker,yes,no,Network Security Engineer
63,83,86,90,70,81,87,89,77,9,8,2,4,8,no,no,yes,r programming,testing,no,yes,poor,poor,Software Engineering,cloud computing,higherstudies,BPA,no,no,Biographies,Work,yes,stubborn,Management,work,smart worker,no,no,Network Security Engineer
84,85,84,66,74,69,93,69,86,7,5,2,6,8,yes,no,no,app development,game development,no,yes,excellent,excellent,Software Engineering,system developer,higherstudies,Sales and Marketing,yes,yes,Fantasy,Work,no,gentle,Management,work,smart worker,yes,no,Network Security Engineer
86,88,74,76,91,73,88,78,67,11,1,0,8,6,no,no,no,app development,testing,yes,yes,excellent,medium,parallel computing,system developer,job,SAaS services,no,yes,Biographies,Work,yes,gentle,Management,salary,smart worker,yes,no,Network Security Engineer
76,70,94,82,75,85,92,83,62,4,5,4,6,1,yes,no,no,python,system designing,yes,no,poor,excellent,parallel computing,Business process analyst,higherstudies,BPA,no,no,Horror,Work,no,gentle,Technical,salary,hard worker,yes,no,Network Security Engineer
68,65,68,88,60,87,93,87,87,11,9,3,6,1,no,yes,no,app development,hacking,yes,no,medium,excellent,hacking,Business process analyst,job,Product based,yes,no,Action and Adventure,salary,yes,stubborn,Technical,salary,smart worker,no,no,Network Security Engineer
78,64,88,86,94,70,72,68,90,9,2,1,3,5,no,no,no,distro making,game development,no,yes,medium,medium,Computer Architecture,Business process analyst,job,Product based,no,no,Drama,salary,yes,stubborn,Technical,work,smart worker,yes,yes,Network Security Engineer
85,87,78,93,88,69,75,89,75,6,1,4,4,9,yes,no,yes,distro making,web technologies,no,no,medium,poor,data engineering,security,higherstudies,product development,no,yes,Science,Work,no,stubborn,Management,salary,hard worker,yes,no,Network Security Engineer
67,70,61,67,79,75,78,81,60,12,5,2,7,3,yes,no,no,information security,hacking,yes,no,medium,excellent,programming,security,higherstudies,product development,yes,no,Travel,salary,no,stubborn,Management,salary,hard worker,yes,yes,Network Security Engineer
63,78,76,69,62,93,63,78,68,6,3,3,2,8,no,no,no,full stack,testing,no,yes,excellent,medium,programming,system developer,higherstudies,product development,no,yes,Math,salary,yes,stubborn,Technical,work,hard worker,no,yes,Network Security Engineer
84,92,75,70,89,61,70,83,65,7,8,5,6,8,yes,yes,yes,hadoop,cloud computing,yes,no,poor,excellent,parallel computing,Business process analyst,higherstudies,Service Based,yes,no,Dictionaries,salary,no,stubborn,Technical,salary,smart worker,yes,no,Network Security Engineer
92,88,66,67,66,85,94,81,90,9,3,3,2,8,no,no,yes,hadoop,system designing,yes,no,poor,medium,cloud computing,developer,higherstudies,Product based,no,no,Satire,Work,yes,stubborn,Management,work,smart worker,no,no,Network Security Engineer
76,83,87,64,74,66,77,85,93,4,4,3,3,5,no,yes,yes,distro making,hacking,yes,no,medium,medium,hacking,security,job,Cloud Services,no,no,Horror,Work,yes,gentle,Management,salary,hard worker,no,yes,Network Security Engineer
67,79,61,89,69,75,61,67,68,5,2,4,8,4,no,yes,yes,hadoop,data science,yes,yes,excellent,poor,IOT,cloud computing,job,Testing and Maintainance Services,no,yes,Childrens,salary,no,gentle,Technical,salary,hard worker,no,no,Network Security Engineer
73,63,66,70,65,75,70,66,74,12,2,2,2,2,yes,yes,no,full stack,database security,yes,no,poor,medium,programming,system developer,job,Product based,no,yes,Biographies,salary,no,stubborn,Technical,work,smart worker,yes,yes,Network Security Engineer
80,61,79,73,84,62,81,71,85,5,8,1,7,1,yes,no,yes,machine learning,game development,no,no,medium,poor,parallel computing,system developer,higherstudies,BPA,yes,no,Horror,salary,yes,gentle,Technical,work,hard worker,yes,no,Network Security Engineer
70,76,65,80,67,60,65,62,79,7,7,1,9,4,no,no,no,information security,cloud computing,no,yes,excellent,poor,data engineering,cloud computing,higherstudies,Sales and Marketing,yes,yes,Series,Work,no,gentle,Technical,salary,hard worker,yes,no,Network Security Engineer
82,69,81,80,69,76,85,78,79,4,9,0,8,1,yes,yes,no,app development,web technologies,yes,yes,poor,medium,Software Engineering,system developer,higherstudies,Web Services,no,yes,Diaries,Work,yes,stubborn,Technical,work,smart worker,yes,yes,Network Security Engineer
75,92,87,66,90,94,83,61,62,9,6,2,9,5,yes,yes,yes,hadoop,data science,no,no,medium,poor,programming,cloud computing,job,Testing and Maintainance Services,yes,no,Health,Work,yes,stubborn,Technical,work,hard worker,no,no,Network Security Engineer
81,77,81,93,70,65,92,81,71,5,8,2,6,9,yes,yes,yes,python,system designing,yes,yes,medium,excellent,Software Engineering,Business process analyst,higherstudies,Finance,no,yes,Poetry,salary,yes,stubborn,Management,salary,hard worker,no,yes,Network Security Engineer
93,71,94,60,78,65,87,93,85,10,8,2,8,8,no,yes,no,hadoop,web technologies,yes,yes,excellent,excellent,programming,cloud computing,higherstudies,Sales and Marketing,no,no,Self help,Work,no,stubborn,Management,salary,smart worker,no,yes,Network Security Engineer
82,82,70,70,74,75,72,70,93,6,1,2,9,7,yes,yes,yes,python,web technologies,yes,yes,medium,excellent,Software Engineering,developer,job,Web Services,no,yes,Health,salary,no,stubborn,Technical,work,hard worker,no,yes,Network Security Engineer
61,80,87,63,77,93,93,69,68,6,2,5,1,5,yes,yes,no,full stack,testing,no,no,medium,medium,programming,system developer,job,Web Services,no,no,Travel,salary,yes,gentle,Technical,salary,smart worker,no,yes,Network Security Engineer
83,77,69,84,75,75,84,74,80,11,6,6,6,4,no,yes,yes,distro making,game development,no,yes,poor,poor,IOT,system developer,higherstudies,Sales and Marketing,yes,yes,Romance,Work,no,gentle,Technical,work,hard worker,yes,no,Network Security Engineer
70,77,83,88,85,77,65,64,82,11,7,4,3,4,yes,yes,no,machine learning,data science,no,no,poor,excellent,Software Engineering,testing,job,Finance,no,yes,Drama,Work,no,gentle,Technical,salary,hard worker,no,no,Network Security Engineer
81,66,85,76,92,73,66,82,73,8,3,2,2,9,no,no,no,r programming,data science,no,no,poor,poor,Software Engineering,system developer,higherstudies,Finance,no,no,Math,Work,no,gentle,Management,salary,hard worker,no,yes,Network Security Engineer
84,79,94,78,75,69,68,91,64,5,7,2,6,6,yes,yes,yes,hadoop,game development,no,no,medium,excellent,Management,testing,higherstudies,Testing and Maintainance Services,no,no,Trilogy,salary,no,gentle,Management,work,smart worker,yes,yes,Network Security Engineer
89,75,72,80,75,91,70,93,83,4,4,0,7,4,no,no,yes,app development,testing,yes,yes,poor,poor,data engineering,security,job,Cloud Services,no,no,Horror,Work,no,stubborn,Technical,salary,smart worker,no,yes,Network Security Engineer
90,65,63,61,81,68,66,87,69,4,7,1,4,8,yes,no,no,hadoop,game development,no,no,poor,excellent,networks,security,higherstudies,SAaS services,no,yes,Science fiction,Work,no,stubborn,Management,salary,hard worker,yes,yes,Network Security Engineer
62,69,94,81,61,86,88,91,68,10,1,6,7,2,no,yes,no,distro making,web technologies,yes,yes,poor,medium,Management,testing,higherstudies,Cloud Services,no,yes,Self help,Work,no,stubborn,Technical,work,smart worker,yes,yes,Network Security Engineer
65,83,82,90,69,88,79,60,78,12,5,5,6,5,no,yes,yes,python,testing,yes,yes,poor,poor,programming,Business process analyst,job,Finance,yes,no,Prayer books,salary,yes,gentle,Management,salary,hard worker,yes,no,Network Security Engineer
79,89,60,92,65,64,88,62,93,9,5,1,7,2,yes,no,yes,r programming,data science,no,yes,excellent,excellent,hacking,system developer,job,product development,yes,yes,Autobiographies,Work,yes,stubborn,Management,salary,hard worker,yes,yes,Network Security Engineer
78,73,70,82,79,69,76,89,79,4,2,2,9,3,yes,yes,no,shell programming,testing,no,yes,excellent,poor,Computer Architecture,Business process analyst,job,Product based,yes,yes,Cookbooks,Work,no,gentle,Technical,work,smart worker,yes,yes,Network Security Engineer
79,87,84,69,72,61,90,72,85,9,1,2,2,4,yes,no,no,r programming,database security,yes,no,excellent,poor,cloud computing,system developer,higherstudies,Testing and Maintainance Services,no,yes,History,Work,no,gentle,Management,work,smart worker,yes,yes,Network Security Engineer
85,65,82,69,63,94,92,74,93,12,1,5,1,3,yes,no,no,r programming,system designing,yes,yes,excellent,excellent,cloud computing,testing,job,SAaS services,yes,yes,Action and Adventure,Work,no,stubborn,Management,work,hard worker,yes,no,Network Security Engineer
69,74,77,84,68,84,94,62,77,9,2,5,3,1,yes,no,no,machine learning,system designing,no,no,medium,excellent,networks,system developer,job,Product based,yes,no,Health,Work,yes,gentle,Management,salary,hard worker,yes,yes,Network Security Engineer
63,77,60,92,93,68,79,85,65,7,3,0,4,3,yes,yes,no,hadoop,testing,yes,yes,excellent,excellent,Management,system developer,job,Cloud Services,yes,no,Art,salary,yes,stubborn,Technical,work,hard worker,yes,no,Network Security Engineer
93,88,68,71,82,88,75,61,92,10,1,5,7,2,no,yes,yes,full stack,web technologies,no,yes,poor,excellent,hacking,cloud computing,job,Testing and Maintainance Services,yes,yes,Fantasy,Work,yes,gentle,Technical,work,smart worker,yes,no,Network Security Engineer
60,82,90,69,84,94,63,60,60,4,7,5,3,6,yes,no,yes,r programming,game development,yes,yes,medium,medium,networks,cloud computing,higherstudies,Finance,yes,no,Diaries,salary,yes,gentle,Technical,work,hard worker,yes,no,Network Security Engineer
84,94,66,70,63,69,78,93,68,9,8,6,2,3,no,no,no,machine learning,database security,yes,yes,poor,poor,programming,system developer,job,SAaS services,yes,no,Cookbooks,salary,no,stubborn,Technical,salary,smart worker,no,yes,Network Security Engineer
86,81,63,78,71,85,86,70,70,11,4,1,3,3,yes,no,yes,app development,game development,no,no,poor,medium,cloud computing,security,job,BPA,yes,yes,Cookbooks,salary,no,stubborn,Technical,work,hard worker,yes,yes,Network Security Engineer
88,78,93,76,74,71,87,63,82,11,7,4,7,2,no,yes,yes,machine learning,testing,no,yes,medium,poor,hacking,developer,higherstudies,product development,no,no,Science fiction,salary,no,gentle,Technical,work,hard worker,no,yes,Network Security Engineer
75,60,92,78,90,72,60,68,86,8,2,5,5,3,yes,yes,yes,app development,testing,yes,yes,excellent,excellent,networks,system developer,higherstudies,Finance,yes,yes,Math,Work,no,gentle,Management,work,hard worker,yes,no,Network Security Engineer
75,89,70,83,74,65,79,80,85,12,5,6,9,8,yes,yes,no,full stack,cloud computing,yes,no,excellent,poor,networks,cloud computing,job,Service Based,yes,no,Guide,Work,no,stubborn,Technical,salary,smart worker,no,yes,Network Security Engineer
